"id"	"Daily.events"	"Prioritising.workload"	"Writing.notes"	"Workaholism"	"Thinking.ahead"	"Final.judgement"	"Reliability"	"Keeping.promises"	"Loss.of.interest"	"Friends.versus.money"	"Funniness"	"Fake"	"Criminal.damage"	"Decision.making"	"Elections"	"Self.criticism"	"Judgment.calls"	"Hypochondria"	"Empathy"	"Eating.to.survive"	"Giving"	"Compassion.to.animals"	"Borrowed.stuff"	"Loneliness"	"Cheating.in.school"	"Health"	"Changing.the.past"	"God"	"Dreams"	"Charity"	"Number.of.friends"	"Waiting"	"New.environment"	"Mood.swings"	"Appearence.and.gestures"	"Socializing"	"Achievements"	"Responding.to.a.serious.letter"	"Children"	"Assertiveness"	"Getting.angry"	"Knowing.the.right.people"	"Public.speaking"	"Unpopularity"	"Life.struggles"	"Happiness.in.life"	"Energy.levels"	"Small...big.dogs"	"Personality"	"Finding.lost.valuables"	"Getting.up"	"Interests.or.hobbies"	"Parents..advice"	"Questionnaires.or.polls"
"597"	2	4	2	3	3	1	4	4	3	5	5	2	5	3	1	2	3	2	2	2	4	3	3	5	5	3	3	3	3	3	3	3	3	3	3	3	2	3	4	4	1	2	5	4	3	4	2	4	2	1	4	3	3	4
"598"	5	1	1	4	3	3	4	5	3	4	4	3	3	1	4	2	2	4	2	4	4	2	5	2	3	3	3	3	5	3	2	4	2	1	3	4	3	4	4	5	2	1	1	4	2	4	3	3	3	3	5	3	4	3
"599"	2	3	2	3	4	1	4	5	4	5	4	2	2	3	1	4	3	1	4	3	3	5	5	4	5	3	4	1	2	1	4	4	2	3	3	2	3	2	3	4	2	3	1	3	2	4	4	4	3	1	1	3	3	5
"600"	4	2	2	3	2	4	3	4	2	5	4	2	5	4	3	4	3	1	3	1	2	4	4	2	3	3	3	5	3	3	4	3	3	4	4	3	3	4	4	3	2	3	3	4	2	5	4	3	3	3	4	4	4	4
"601"	3	1	2	3	4	1	5	4	4	4	3	2	1	5	1	3	4	1	5	1	5	4	4	4	5	2	1	5	3	3	4	2	3	4	4	2	4	4	5	2	4	3	5	4	5	4	3	3	3	1	5	2	3	3
"602"	2	1	2	2	3	4	3	4	3	5	3	2	1	4	3	3	4	2	4	1	3	5	4	3	2	2	3	5	3	2	5	3	5	3	3	5	3	4	5	3	3	2	3	3	3	4	3	3	3	4	3	5	3	3
"603"	3	1	2	4	2	1	4	5	2	5	4	5	2	4	3	3	4	1	4	2	1	5	4	2	5	1	1	5	3	1	5	3	4	2	5	5	3	4	3	3	1	4	2	3	1	5	5	5	4	3	3	4	3	2
"604"	5	4	3	3	2	2	4	4	2	4	4	2	2	4	4	2	2	1	4	3	5	5	4	3	4	2	2	2	3	2	3	2	4	4	4	3	4	4	4	3	4	4	2	3	3	4	4	3	4	3	2	3	4	2
"605"	3	3	3	3	3	4	5	4	5	3	5	3	1	3	1	3	3	1	5	2	3	5	5	5	5	4	5	5	3	2	3	1	5	3	3	3	1	3	5	3	1	3	5	3	5	3	5	1	3	3	3	5	3	4
"606"	3	4	4	3	4	2	5	5	1	3	5	1	5	5	4	1	3	2	4	3	5	5	4	1	5	4	1	2	4	5	4	3	1	3	3	2	4	5	4	3	3	3	3	2	4	5	5	3	4	3	5	5	4	2
"607"	2	3	3	2	4	5	4	5	2	4	4	3	1	5	3	4	4	3	3	5	2	5	5	4	3	3	3	4	3	2	3	2	3	3	3	2	3	4	3	2	1	3	4	2	1	3	4	3	3	1	3	2	4	2
"608"	5	2	4	3	5	4	5	4	1	2	1	1	1	5	5	5	4	3	4	4	2	5	3	2	3	2	2	3	4	2	3	3	3	3	3	2	3	4	4	4	3	2	2	4	4	4	4	1	3	1	5	3	5	3
"609"	5	3	2	2	2	4	2	4	2	4	2	4	2	4	2	4	2	4	2	5	1	5	5	1	5	5	5	1	5	4	4	3	4	3	3	3	4	3	3	4	4	4	4	2	4	4	2	4	3	3	3	4	2	5
"610"	2	4	4	4	4	2	5	5	2	5	4	2	4	2	2	5	4	1	4	1	2	2	3	3	1	2	1	5	5	4	4	3	5	2	5	4	3	2	4	5	3	3	1	3	3	5	5	3	4	3	4	5	4	4
"611"	5	2	2	2	3	3	2	4	4	5	4	1	4	5	5	5	4	1	4	1	2	5	4	3	4	2	2	2	3	2	3	3	2	3	4	2	3	4	2	3	4	2	4	4	1	2	3	3	3	3	5	3	2	3
"612"	3	3	5	3	3	3	4	3	3	3	3	3	4	3	4	3	3	4	5	1	3	3	4	3	5	3	4	3	3	1	4	3	2	4	5	3	3	2	4	3	4	4	5	4	5	4	4	3	3	2	4	3	3	3
"613"	2	3	2	3	2	3	4	3	2	4	3	3	4	3	4	3	4	3	3	4	2	3	2	1	3	2	4	1	4	2	3	2	3	2	5	5	5	4	4	4	5	3	4	5	3	4	5	4	4	3	2	5	4	4
"614"	3	2	5	3	3	3	4	4	4	3	2	4	4	3	3	5	5	2	5	5	2	5	5	4	5	3	4	2	2	1	2	2	2	5	5	3	2	3	4	4	5	4	5	3	2	4	4	3	3	3	4	3	4	3
"615"	3	5	5	5	3	1	5	5	1	5	3	1	5	3	5	3	5	1	5	1	1	4	5	3	3	5	1	3	3	1	3	2	5	5	5	5	3	3	5	4	5	3	1	2	2	4	5	1	4	5	2	5	2	1
"616"	3	3	3	5	4	1	3	3	2	4	2	1	4	3	5	4	3	1	4	1	2	3	5	3	2	3	2	3	3	2	3	3	3	4	3	3	3	4	3	4	3	3	3	4	2	4	3	4	3	3	5	5	4	1
"617"	1	1	1	4	3	1	4	2	1	1	5	1	5	1	3	1	5	1	1	2	1	3	5	1	5	1	2	2	4	1	1	3	5	3	4	1	1	3	3	5	3	1	1	1	1	5	5	3	3	1	3	2	1	1
"618"	5	5	5	5	5	5	4	4	4	3	3	3	3	4	5	5	5	5	5	3	5	5	5	3	3	3	5	5	4	3	5	2	5	3	5	3	4	3	3	1	4	5	5	3	3	5	4	3	3	3	5	3	5	5
"619"	5	3	2	4	5	1	3	4	5	3	4	4	3	1	3	5	3	1	3	1	4	5	5	5	3	3	3	3	3	4	3	1	4	3	5	1	3	1	1	5	1	5	3	5	3	4	4	3	3	1	3	3	4	2
"620"	3	3	5	5	4	1	4	3	1	3	3	2	3	4	1	3	4	1	3	2	3	5	4	2	3	5	2	1	3	1	4	3	3	3	4	3	3	2	3	5	3	5	1	3	1	4	4	3	4	3	3	1	3	1
"621"	3	2	1	2	2	1	4	4	5	3	4	5	4	2	5	4	5	1	2	2	2	3	3	4	5	3	5	2	3	1	3	1	4	2	4	5	4	2	3	5	5	5	2	4	1	3	5	5	4	1	5	4	2	1
"622"	3	3	3	1	4	3	5	4	1	1	1	1	5	1	5	3	3	1	5	3	1	5	5	5	5	2	5	3	3	2	3	3	3	4	4	5	3	3	4	1	4	3	5	1	3	3	3	1	4	1	2	1	4	1
"623"	5	3	5	4	5	3	4	4	1	3	4	3	2	4	5	5	5	1	5	1	5	5	4	2	5	3	3	1	4	3	5	5	4	3	4	3	2	4	4	5	2	2	1	5	3	4	3	3	4	2	4	5	4	3
"624"	2	1	4	2	3	4	5	4	2	5	5	2	4	4	5	4	5	1	4	2	4	4	4	4	4	4	3	5	3	2	4	1	2	4	3	2	4	3	4	3	4	4	2	3	3	4	3	3	4	3	4	4	3	2
"625"	2	1	5	5	4	1	4	3	1	3	2	2	1	4	3	5	4	5	3	1	3	3	3	2	2	3	1	3	3	2	2	4	2	4	3	3	4	2	3	4	4	4	4	3	3	4	3	1	4	3	4	4	2	5
"626"	4	3	3	2	2	3	4	4	2	4	3	2	1	2	5	4	4	4	3	1	3	4	5	1	5	3	5	5	3	1	4	2	5	4	5	5	3	1	5	4	4	5	1	4	4	3	5	1	3	3	4	5	3	3
"627"	3	2	3	3	3	4	3	4	4	4	3	2	3	3	3	2	4	1	1	1	5	5	4	3	4	4	5	3	3	1	3	3	3	3	4	3	3	3	5	3	3	3	3	4	4	3	3	3	3	1	5	3	3	2
"628"	3	3	1	2	1	1	4	5	5	5	3	1	2	5	1	1	5	1	5	1	1	1	1	3	5	5	5	5	3	1	5	1	1	5	5	1	5	1	5	5	5	5	5	5	5	3	1	1	3	5	5	1	3	5
"629"	3	1	2	1	2	2	4	3	4	4	4	2	2	2	4	5	4	3	4	3	2	4	4	4	5	4	2	2	3	2	2	2	4	3	3	4	4	2	3	3	2	3	5	4	2	3	2	4	3	2	5	3	4	2
"630"	3	1	3	2	2	1	3	1	1	4	2	2	1	1	5	3	5	1	3	1	5	5	4	3	2	2	1	5	2	2	3	1	2	2	2	1	2	3	5	3	1	4	5	3	2	4	2	4	3	2	4	2	4	3
"631"	3	3	5	5	3	5	3	4	3	3	3	3	1	5	5	4	4	4	5	3	5	5	5	3	4	4	2	5	3	5	1	5	1	3	5	5	1	4	5	4	2	1	5	2	5	5	5	1	3	1	5	5	3	3
"632"	3	3	4	4	5	3	5	5	2	5	3	2	1	2	2	1	5	1	5	2	3	5	5	2	2	1	1	5	4	2	5	5	3	3	4	3	3	3	5	5	1	3	1	5	5	5	5	1	3	4	4	5	3	3
"633"	2	3	1	3	2	1	4	3	2	4	2	2	1	1	1	3	4	1	4	3	3	5	4	3	3	2	2	2	4	2	3	3	5	3	4	3	3	1	5	4	2	2	2	4	1	4	5	3	3	2	3	4	4	3
"634"	3	2	4	1	3	2	3	4	3	5	3	1	5	3	3	3	5	1	3	1	5	5	5	1	5	4	3	2	3	1	5	3	5	2	3	3	3	1	5	4	2	3	4	4	1	5	4	4	3	1	3	3	3	3
"635"	3	2	4	2	2	4	4	3	1	3	3	1	1	4	4	4	3	1	3	1	4	3	4	2	3	2	3	5	3	1	4	4	3	3	4	4	3	4	4	2	2	3	3	3	4	4	3	3	4	4	2	5	4	3
"636"	3	2	4	2	2	1	3	2	4	4	3	2	1	2	4	3	3	1	3	2	2	2	2	3	3	4	3	3	4	3	3	2	2	4	3	4	4	3	4	4	4	4	4	4	5	4	4	3	3	5	3	4	4	3
"637"	2	1	3	3	2	3	5	5	5	4	4	2	5	3	5	4	5	1	1	2	2	3	5	1	5	3	4	5	3	4	5	2	5	4	3	4	1	1	5	4	1	3	5	3	1	4	4	3	5	3	4	4	4	4
"638"	3	4	4	3	4	3	4	4	3	3	3	2	2	3	5	3	4	1	3	2	4	4	5	2	2	3	1	5	4	2	3	4	4	2	4	3	4	3	2	5	2	4	3	4	1	4	5	3	3	2	3	4	3	2
"639"	3	2	4	2	4	3	3	4	3	1	2	2	5	3	3	3	4	2	3	3	2	5	5	3	4	5	3	3	3	2	2	2	3	3	4	2	3	2	3	4	4	3	2	3	3	4	4	4	3	2	3	3	3	1
"640"	1	3	3	3	3	2	3	3	3	2	4	3	3	4	1	3	3	2	4	2	2	4	4	5	3	3	4	1	3	1	2	4	3	4	3	2	3	3	2	3	3	3	5	3	4	2	3	3	3	2	3	5	3	1
"641"	3	2	5	5	4	3	4	3	5	2	4	3	5	3	2	3	3	2	1	1	3	5	5	3	3	4	4	5	4	3	3	3	4	4	4	4	3	3	5	3	5	4	5	4	3	4	5	1	5	3	5	3	5	1
"642"	3	2	3	2	3	1	4	3	4	3	3	2	4	3	2	5	4	2	4	3	2	4	4	4	4	4	5	3	3	2	3	2	4	4	3	4	3	3	3	4	4	3	3	3	4	3	3	5	3	3	4	3	3	2
"643"	3	4	3	5	4	3	4	5	5	4	5	4	5	5	5	5	2	1	3	4	1	3	4	5	4	4	5	4	4	2	2	2	2	5	4	2	1	4	3	4	4	4	5	5	4	2	2	3	2	4	5	2	4	2
"644"	3	3	4	5	2	4	5	4	2	5	1	1	2	1	3	4	4	1	5	1	1	5	3	2	3	3	4	2	3	2	4	3	4	3	5	4	3	3	2	3	4	4	5	4	4	4	4	4	3	3	2	4	4	3
"645"	2	4	5	4	5	3	5	4	2	5	5	2	1	4	3	4	3	1	3	3	5	5	5	2	4	3	4	5	4	3	3	4	3	2	3	3	4	2	4	4	2	4	3	4	5	4	4	5	4	3	5	3	5	4
"646"	4	2	2	4	4	1	4	4	2	5	4	3	4	4	5	4	4	1	4	1	4	4	5	3	5	4	4	2	3	2	3	3	3	4	4	3	3	3	3	4	3	4	5	4	4	4	4	2	3	5	3	4	4	3
"647"	2	2	1	1	3	1	1	2	2	5	4	1	1	2	4	1	3	1	4	3	2	1	5	1	5	3	3	3	3	2	5	3	3	2	3	2	2	3	3	3	3	3	4	2	1	4	3	3	4	2	3	4	3	3
"648"	1	1	1	3	3	5	3	3	5	4	3	1	3	3	1	1	3	1	3	1	3	1	5	3	5	5	3	4	3	1	3	3	3	3	3	3	1	2	3	3	5	3	5	5	5	3	3	1	3	3	3	3	3	3
"649"	3	2	3	3	3	4	3	4	5	5	4	2	2	3	2	2	4	1	5	1	3	3	5	2	4	5	3	4	4	2	5	3	5	3	4	5	3	3	5	4	2	4	3	3	4	4	5	1	3	3	3	4	3	3
"650"	3	3	5	4	4	5	4	3	4	4	4	3	5	5	4	4	4	1	3	3	3	5	5	4	4	4	4	3	4	3	2	3	4	5	3	3	2	2	4	3	4	4	4	4	3	4	3	3	3	3	4	2	3	3
"651"	3	2	4	2	2	3	4	4	2	2	3	5	5	3	2	4	5	2	4	2	2	5	5	4	3	4	4	3	2	1	3	3	3	4	3	4	3	3	5	4	2	3	4	3	2	4	4	5	4	2	5	3	2	3
"652"	3	4	5	4	5	3	4	4	5	3	4	2	2	3	5	5	5	2	3	2	3	3	3	2	2	3	3	5	3	1	5	4	4	4	3	5	3	4	2	2	4	4	2	1	1	4	4	3	3	3	5	4	3	3
"653"	5	2	4	4	4	1	5	5	2	4	5	1	1	3	5	5	5	1	2	1	1	3	5	5	2	4	3	4	3	2	1	3	3	2	4	3	2	3	4	4	4	5	4	5	1	4	3	2	3	3	5	4	4	5
"654"	5	1	5	3	4	3	5	3	2	5	5	2	1	5	5	3	3	1	5	3	3	5	5	3	3	2	2	4	3	3	2	4	5	3	4	4	4	4	5	5	5	4	2	4	3	4	4	1	3	3	3	2	4	3
"655"	3	2	2	2	4	3	5	5	2	4	4	2	2	4	4	4	5	1	5	4	2	4	4	3	2	3	3	4	3	3	3	2	3	3	4	4	2	3	4	3	2	3	2	3	2	3	4	4	4	3	2	4	3	4
"656"	3	1	4	3	2	4	4	4	2	5	4	1	2	4	2	4	5	1	5	2	4	3	5	4	5	4	5	3	3	3	3	3	4	3	3	5	3	3	4	4	3	4	5	3	4	2	3	1	3	2	3	3	4	2
"657"	4	4	4	5	5	5	5	4	5	5	5	2	1	5	5	5	5	2	5	5	5	5	5	3	1	5	2	3	4	3	4	3	4	3	4	4	3	2	5	3	3	5	5	5	5	4	4	4	3	5	5	5	3	4
"658"	2	3	5	5	1	1	5	5	1	3	3	3	3	2	4	5	5	4	3	3	4	5	5	3	3	4	2	4	4	5	5	2	3	5	5	4	4	1	2	2	4	4	5	4	5	3	4	1	4	5	5	5	3	3
"659"	3	2	5	4	5	5	5	4	3	5	4	1	1	4	5	5	5	1	4	4	4	4	5	1	2	1	1	5	5	1	3	3	4	2	3	3	4	4	3	2	1	5	1	3	4	5	3	3	4	5	3	4	3	3
"660"	3	1	2	1	5	3	2	5	1	2	4	2	2	5	5	5	4	4	5	5	4	2	4	5	3	5	4	4	3	1	2	1	5	3	5	5	4	5	3	5	1	5	5	3	2	4	4	3	3	3	5	4	3	2
"661"	4	1	4	3	5	3	3	4	1	4	3	4	3	5	2	5	5	2	4	1	4	5	4	5	5	3	3	5	3	2	3	1	1	5	4	4	4	5	5	3	3	4	5	5	5	3	2	3	3	4	5	3	4	3
"662"	3	3	2	4	2	3	4	4	5	2	3	3	4	4	2	3	4	2	4	2	2	2	4	2	5	3	3	1	4	1	3	2	4	5	4	4	4	1	3	3	1	4	4	1	3	4	3	1	3	1	5	3	3	4
"663"	1	3	1	1	2	3	5	4	2	5	3	1	4	1	5	2	2	2	3	1	5	5	3	2	5	3	2	5	3	2	4	3	4	5	3	5	3	4	5	2	4	1	5	4	2	4	3	2	3	1	4	4	2	3
"664"	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
"665"	3	5	3	5	3	4	4	4	2	3	2	3	2	3	5	4	5	2	4	2	5	4	4	2	5	5	4	5	3	1	3	3	3	4	5	3	4	4	5	2	3	4	3	3	4	4	3	2	4	4	2	4	4	4
"666"	4	3	5	3	4	2	4	3	3	5	5	2	5	4	5	4	5	1	5	1	1	5	4	3	5	3	2	2	3	1	3	3	5	3	3	4	3	4	5	5	3	1	4	3	2	4	4	4	3	1	3	3	3	2
"667"	3	3	1	2	4	5	4	4	1	5	5	1	2	3	5	5	4	1	4	1	4	5	3	5	5	4	5	2	3	3	5	5	3	5	3	5	2	2	5	1	2	2	3	5	4	2	2	5	3	5	5	5	3	3
"668"	3	3	3	2	3	5	5	4	3	4	5	1	1	3	5	3	3	1	3	2	2	5	4	2	5	1	3	5	4	3	3	3	3	2	2	4	3	2	3	3	1	1	5	2	2	4	3	3	4	3	2	3	3	2
"669"	2	3	2	5	2	1	4	4	3	3	2	2	4	3	4	3	4	2	4	2	3	5	3	4	1	3	2	1	3	2	3	3	4	3	4	3	2	3	4	3	3	4	3	3	2	4	4	3	3	3	3	5	2	3
"670"	2	2	2	2	2	3	4	2	3	3	3	2	2	3	4	3	3	3	2	3	3	2	2	3	4	3	4	3	3	3	4	2	3	4	4	3	3	4	4	4	2	4	4	3	3	4	4	4	4	3	2	4	3	3
"671"	3	3	3	2	3	1	4	4	3	4	1	2	3	3	3	2	4	1	4	2	3	3	3	3	5	1	1	1	3	1	3	2	4	3	3	3	3	3	3	3	1	4	4	3	3	3	4	4	3	1	3	3	3	3
"672"	5	5	5	5	4	2	4	4	2	5	4	1	1	4	5	3	3	1	5	5	5	5	5	3	5	5	2	4	4	3	3	1	3	4	4	5	2	5	5	5	4	5	5	4	4	4	4	1	3	3	3	4	4	4
"673"	3	4	4	2	5	1	4	3	4	3	2	3	2	5	1	4	5	2	4	3	3	5	4	3	5	5	4	3	3	1	2	3	2	4	4	2	3	3	3	3	4	3	5	4	4	3	2	3	3	2	4	3	3	2
"674"	4	4	5	3	5	5	4	4	2	5	2	3	1	5	2	4	3	2	3	4	3	5	4	4	4	4	3	3	4	1	2	3	2	4	4	3	4	3	4	4	4	4	4	3	3	3	2	4	2	3	5	2	3	3
"675"	2	3	1	1	3	1	4	4	3	3	2	2	1	1	5	3	5	1	3	1	1	1	5	2	5	3	4	1	4	1	3	3	4	4	4	2	3	3	4	4	3	5	4	5	2	4	5	5	3	3	2	4	4	3
"676"	3	3	2	2	2	2	4	4	4	4	4	2	3	3	5	3	4	2	4	3	5	3	4	3	4	5	3	3	3	1	4	3	2	4	4	2	4	4	5	4	5	4	5	3	5	3	4	1	3	3	5	3	4	3
"677"	2	1	2	1	2	3	3	3	4	4	2	2	5	2	1	2	4	2	4	1	2	1	2	2	4	3	4	4	3	2	3	3	3	5	3	3	3	4	4	1	2	4	2	3	3	3	2	2	4	4	2	3	3	1
"678"	3	2	2	2	3	3	4	4	1	1	1	4	1	4	5	1	5	1	1	5	5	5	5	1	5	2	5	4	3	5	3	4	1	5	5	1	1	5	5	5	3	4	5	4	1	3	3	3	3	1	4	3	3	2
"679"	3	4	5	5	5	1	4	5	2	4	3	2	1	4	4	4	5	3	2	3	3	5	5	4	3	3	3	1	3	1	3	3	3	2	3	3	2	2	2	4	1	4	5	5	1	3	3	5	3	4	1	5	4	3
"680"	2	3	4	2	2	1	2	3	1	5	1	2	4	4	1	3	5	1	5	1	3	5	5	3	5	3	3	2	4	3	3	1	1	5	3	1	3	3	5	5	3	2	5	3	5	4	3	3	4	1	5	4	4	3
"681"	3	1	2	5	3	1	5	4	5	5	1	1	5	1	1	3	5	1	5	1	3	5	4	3	5	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3	5	3	3	3
"682"	2	3	5	3	5	1	5	4	1	4	1	1	4	4	5	3	4	1	5	1	1	3	5	3	3	3	2	4	3	4	4	3	3	3	4	5	3	4	4	5	4	4	4	3	5	4	4	4	3	3	5	5	3	4
"683"	3	1	1	2	2	3	1	2	3	2	3	3	2	1	1	1	1	5	4	2	2	4	4	3	3	2	4	5	3	2	3	3	5	4	2	3	4	4	5	3	3	3	3	4	1	4	3	3	3	3	5	2	3	3
"684"	4	4	4	3	5	4	5	5	4	5	4	3	1	5	4	5	4	3	5	3	5	5	4	3	3	5	3	5	3	3	4	3	3	3	4	3	2	2	3	4	3	5	4	4	5	4	3	3	3	3	4	3	4	3
"685"	4	4	4	2	4	4	5	5	2	4	4	1	1	4	3	3	3	1	4	2	4	5	5	2	3	3	1	4	3	2	4	3	2	2	4	3	2	1	4	1	2	2	5	4	4	4	4	1	4	4	3	3	3	2
"686"	4	3	3	2	3	3	3	4	3	4	3	2	2	3	4	3	3	2	4	2	4	4	3	4	4	4	3	5	3	2	4	3	4	4	4	4	3	3	4	3	4	4	5	2	3	4	4	4	4	4	5	5	4	5
"687"	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3
"688"	3	2	4	3	3	2	4	5	4	4	5	4	4	3	4	5	3	1	3	3	5	5	3	3	3	3	3	4	3	3	3	3	3	5	3	3	3	3	3	3	3	3	3	4	2	4	4	3	4	3	4	4	5	1
"689"	3	5	5	3	3	3	3	3	1	5	3	5	1	3	1	5	3	1	3	2	4	5	5	4	5	4	5	5	3	3	3	3	3	4	4	4	3	3	4	3	4	3	2	4	4	3	3	1	3	4	3	3	4	3
"690"	4	3	5	4	5	3	4	5	4	2	4	2	1	2	5	4	4	2	4	2	3	5	5	3	2	4	2	4	4	3	3	3	2	2	4	3	3	2	4	5	3	3	5	3	1	4	3	3	4	3	4	4	3	5
"691"	5	2	3	3	2	3	4	4	2	3	4	3	4	4	5	3	2	2	4	3	3	2	5	3	5	3	4	1	3	2	3	2	2	3	3	1	2	3	3	2	3	3	5	3	2	3	3	2	3	2	4	3	3	4
"692"	2	1	4	3	1	5	4	4	3	4	2	2	2	3	2	4	4	2	5	2	5	5	5	4	5	3	3	5	3	5	5	2	4	2	3	5	4	1	5	4	5	3	3	3	1	4	5	5	5	5	5	3	3	4
"693"	4	4	3	4	5	2	4	4	3	4	5	3	1	5	5	5	4	1	4	3	2	2	4	1	2	3	4	2	3	2	3	3	3	2	3	3	3	3	3	3	2	5	3	3	1	3	3	3	3	2	3	5	3	4
"694"	4	3	4	3	3	3	4	5	3	5	3	1	3	4	3	4	5	3	4	2	3	3	5	5	3	5	4	3	3	3	3	1	2	4	4	2	2	1	3	1	3	3	5	3	3	3	3	1	3	3	4	3	3	3
"695"	3	3	4	3	5	5	5	4	2	5	5	1	2	3	1	5	5	1	5	4	1	3	5	5	4	3	3	5	2	2	4	2	5	4	4	5	3	5	4	3	1	4	1	3	1	4	4	5	3	5	5	5	3	3
"696"	3	1	4	1	3	1	3	4	4	4	2	1	1	2	4	4	4	1	5	1	1	5	5	3	5	3	1	1	3	3	3	2	3	3	3	2	3	2	3	3	3	3	3	3	4	4	4	5	3	3	3	4	3	2
"697"	2	3	3	2	3	3	3	3	1	1	2	1	1	4	1	3	3	3	4	2	3	2	2	4	3	3	2	5	3	1	3	1	4	3	3	3	2	4	3	3	3	3	4	3	4	3	2	3	3	3	4	3	3	3
"698"	2	2	3	3	2	5	4	3	1	3	3	2	2	3	1	3	4	4	1	5	2	3	4	4	2	2	3	4	4	2	2	3	4	2	3	3	2	3	4	2	2	3	5	4	4	3	3	1	3	4	4	2	3	4
"699"	3	3	3	2	2	1	2	3	2	5	3	1	4	1	2	3	3	1	3	5	3	5	5	5	5	4	3	4	4	1	5	1	5	3	5	5	3	5	5	5	5	5	3	5	5	3	5	5	3	3	4	5	5	5
"700"	3	2	2	3	3	3	4	2	2	3	4	2	2	2	4	4	4	2	5	1	2	3	4	3	3	4	3	5	3	1	4	4	3	3	4	2	3	3	4	2	1	3	3	4	2	4	5	3	3	1	4	3	3	2
"701"	2	1	5	2	2	5	5	5	2	5	1	1	3	3	3	4	4	1	5	1	5	5	5	2	5	3	1	5	4	2	4	1	5	3	3	3	3	5	5	5	3	1	1	3	2	4	4	1	4	5	4	3	3	2
"702"	4	1	3	3	4	3	4	4	3	5	3	2	1	2	2	2	4	1	5	3	5	5	5	3	4	3	5	3	4	4	4	3	5	2	3	3	3	3	5	4	3	3	2	5	3	4	5	3	3	4	4	4	4	2
"703"	5	2	1	3	2	5	4	4	2	5	5	3	5	2	5	5	5	1	4	1	3	2	2	5	5	3	4	5	3	3	5	3	5	4	4	3	5	5	2	5	5	5	1	5	2	4	5	3	3	5	5	5	3	1
"704"	3	2	4	3	3	1	4	4	5	3	5	2	5	2	3	3	3	1	4	1	5	4	5	1	5	1	2	3	4	1	5	3	4	2	4	5	3	3	5	3	1	1	2	1	1	4	5	3	3	1	5	5	3	3
"705"	4	2	2	2	2	3	3	5	4	5	2	1	2	2	5	3	4	1	5	1	2	5	5	3	4	3	3	5	3	2	3	2	3	3	3	3	2	3	5	4	3	3	4	4	4	4	4	3	3	4	3	5	3	3
"706"	2	3	5	4	4	5	4	5	1	5	4	2	2	2	5	4	5	1	5	1	5	5	4	1	3	4	1	4	4	3	4	4	5	2	4	4	3	3	5	4	1	5	2	4	3	4	4	4	4	2	4	5	4	3
"707"	4	3	2	2	3	4	2	4	1	4	5	3	4	3	3	4	4	2	4	1	2	2	2	2	5	4	2	5	4	1	5	3	4	3	4	4	5	3	4	4	2	5	1	5	2	4	5	4	3	1	5	5	3	2
"708"	2	4	5	5	4	1	5	5	2	3	2	2	5	5	4	5	4	1	4	3	1	5	5	5	2	2	4	1	3	2	1	3	1	4	3	2	3	2	2	4	5	3	4	4	2	2	4	5	3	4	2	3	4	3
"709"	3	1	4	4	4	1	3	4	4	4	3	4	4	3	3	4	4	1	3	1	4	4	4	3	5	3	5	1	2	3	3	1	4	4	4	3	2	4	3	4	5	4	2	3	1	3	5	5	3	4	5	3	2	2
"710"	3	2	3	3	2	5	4	4	3	4	2	2	4	3	2	4	5	2	5	2	5	5	5	3	5	3	3	5	3	5	5	2	5	3	4	5	4	2	5	3	3	3	4	3	1	3	4	5	4	5	5	4	3	3
"711"	2	1	1	1	1	3	4	4	1	3	2	1	2	5	5	3	4	1	5	1	2	5	4	1	5	3	2	5	3	2	3	2	5	2	3	3	3	4	3	4	2	4	1	3	3	4	4	4	3	1	3	5	4	2
"712"	3	4	4	3	4	4	5	4	3	4	2	1	2	5	1	3	5	2	5	1	3	5	5	4	2	4	1	4	3	2	2	1	3	4	3	2	2	3	5	2	2	3	3	5	5	4	3	2	3	4	2	3	3	3
"713"	3	4	5	4	4	3	5	5	1	4	3	2	1	2	1	2	3	1	4	2	2	4	4	1	2	1	1	5	3	2	4	3	4	3	3	4	2	4	5	3	2	3	4	3	2	4	4	4	4	4	5	4	4	4
"714"	3	4	4	4	4	4	4	4	3	5	4	2	1	4	4	1	5	1	3	1	3	5	4	3	5	4	3	5	4	1	5	4	4	4	4	5	4	2	1	5	3	4	3	4	5	4	4	4	3	3	1	3	3	4
"715"	3	5	5	5	3	1	3	3	1	5	3	3	1	5	5	3	3	1	3	1	3	5	3	2	3	3	2	4	4	2	3	3	1	4	3	3	3	1	5	1	2	1	5	4	5	5	5	4	3	3	5	3	4	2
"716"	5	4	5	4	3	1	3	4	1	3	5	2	2	2	5	4	4	1	3	1	5	5	4	2	3	3	3	3	3	2	3	3	2	3	3	3	3	4	3	4	3	3	3	3	1	5	3	4	3	3	1	3	3	4
